"","state","year","population","cluster","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft"
"1","AK",1984,500000,6,9.8,74689,12,92,109,409,1237,3628,629
"2","AK",1985,521000,4,8.64,77625,10,77,93,402,1192,3497,606
"3","AK",1986,534000,8,11.05,68775,9,73,88,401,1162,3910,604
"4","AK",1987,525000,8,11.43,70468,10,65,73,307,970,3466,486
"5","AK",1988,513000,8,10.33,67745,6,58,73,387,842,3102,455
"6","AK",1989,527000,8,9.68,70599,8,53,68,369,827,3000,455
"7","AK",1990,550043,6,10.36,73433,7,73,77,367,894,3168,565
"8","AK",1991,570000,6,10.88,73224,7,92,113,402,979,3575,534
"9","AK",1992,587000,6,9.88,73541,7,99,109,445,881,3531,497
"10","AK",1993,599000,6,8.68,73670,9,84,122,546,817,3539,451
"11","AK",1994,606000,6,10.07,76258,6,69,146,545,800,3601,540
"12","AK",1995,604000,4,7.45,78710,9,80,155,526,837,3624,522
"13","AK",1996,607000,4,8.9,84383,7,66,117,538,843,3387,493
"14","AK",1997,609000,6,9.2,75109,9,66,106,520,702,3412,457
"15","AK",1998,614000,4,9.77,78271,7,69,87,492,667,3031,425
"16","AK",1999,619500,4,7.75,77703,8,83,91,448,611,2688,429
"17","AK",2000,626932,4,7.5,77275,4,79,78,405,622,2686,375
"18","AK",2001,633630,4,8.52,81556,6,79,81,423,607,2635,413
"19","AK",2002,641482,6,8.26,73868,5,80,76,404,609,2765,385
"20","AK",2003,648280,8,9.56,70945,6,93,69,430,598,2784,380
"21","AK",2004,657755,6,8.97,73378,6,85,68,474,574,2457,341
"22","AK",2005,663253,6,9.95,72041,5,81,81,465,623,2601,391
"23","AK",2006,670053,8,8.66,70437,5,76,90,517,620,2579,379
"24","AK",2007,683478,6,7.46,76477,6,80,85,490,546,2477,356
"25","AK",2008,686293,6,8.01,74812,4,65,94,489,472,2218,237
"26","AK",2009,698473,6,11.6,72275,3,73,94,463,515,2183,242
"27","AK",2010,714146,8,12.18,66767,4,75,83,473,435,2175,227
"28","AK",2011,723860,9,11.47,64260,4,60,80,466,394,2052,192
"29","AK",2012,730307,8,9.59,69739,4,80,86,434,404,2131,208
"30","AK",2013,737259,4,10.31,78249,5,125,85,424,396,2251,230
"31","AK",2014,737046,6,11.13,71804,6,105,85,440,427,2096,236
"32","AK",2015,737709,4,8.81,79611,8,122,103,498,476,2067,277
"33","AK",2016,741522,4,12,79237,7,142,115,541,547,2396,412
"34","AK",2017,739786,6,13.92,73992,8,145,129,574,563,2404,575
"35","AK",2018,737438,8,12.75,68734,6,162,122,595,540,2219,542
"36","AL",1984,3990000,1,18.5,39958,9,25,96,301,1002,2236,234
"37","AL",1985,4021000,1,20.42,40915,10,27,105,315,1035,2191,259
"38","AL",1986,4053000,1,23.66,41963,10,28,112,408,1159,2304,267
"39","AL",1987,4083000,1,20.84,41844,9,28,112,410,1198,2431,263
"40","AL",1988,4127000,1,18.78,40823,10,30,118,401,1234,2503,267
"41","AL",1989,4118000,1,18.7,41733,10,31,134,416,1147,2593,298
"42","AL",1990,4040587,1,19.28,43645,12,33,144,521,1103,2755,348
"43","AL",1991,4089000,7,19.22,43896,11,36,153,644,1269,2889,363
"44","AL",1992,4136000,7,17.63,45403,11,41,165,655,1186,2848,362
"45","AL",1993,4187000,1,17.32,43041,12,35,159,574,1089,2672,338
"46","AL",1994,4219000,7,16.69,45714,12,35,171,465,1044,2843,332
"47","AL",1995,4253000,1,20.74,42661,11,32,186,404,1025,2844,347
"48","AL",1996,4273000,7,13.92,48447,10,33,167,356,1002,2887,366
"49","AL",1997,4319000,5,15.4,49983,10,32,160,362,1014,2955,357
"50","AL",1998,4352000,3,13.99,55997,8,33,131,340,964,2779,342
"51","AL",1999,4369862,3,15.29,54806,8,35,121,326,884,2737,301
"52","AL",2000,4447100,5,13.11,51798,7,33,128,317,907,2865,288
"53","AL",2001,4468912,5,15.57,49989,8,31,125,274,909,2685,282
"54","AL",2002,4478896,5,14.29,52633,7,37,133,268,951,2767,310
"55","AL",2003,4503726,5,14.72,50988,7,37,134,252,960,2754,332
"56","AL",2004,4525375,5,16.84,48812,6,38,134,249,987,2732,310
"57","AL",2005,4548327,7,16.49,47885,8,34,142,248,956,2655,289
"58","AL",2006,4599030,7,14.13,47382,8,36,154,228,974,2641,327
"59","AL",2007,4627851,5,14.3,51248,9,33,160,247,981,2689,308
"60","AL",2008,4661900,5,14.48,51999,8,35,158,253,1081,2714,289
"61","AL",2009,4708708,7,16.35,46905,7,32,133,278,1037,2508,236
"62","AL",2010,4785401,7,16.97,47244,6,28,102,248,888,2415,225
"63","AL",2011,4803689,7,15.24,47654,6,29,102,283,1064,2319,222
"64","AL",2012,4817528,7,16.13,47624,7,27,104,312,986,2315,205
"65","AL",2013,4833996,5,16.47,51092,7,43,96,285,877,2252,219
"66","AL",2014,4846411,7,17.5,44888,6,41,97,284,820,2151,209
"67","AL",2015,4853875,5,16.15,49412,7,42,95,329,727,2043,213
"68","AL",2016,4860545,5,16.09,49412,8,39,96,388,700,2006,241
"69","AL",2017,4875120,5,14.83,52359,9,41,87,386,641,2045,263
"70","AL",2018,4887871,5,15.94,49936,8,41,83,388,590,1959,268
"71","AR",1984,2349000,1,24.01,36181,7,30,68,217,886,1993,168
"72","AR",1985,2359000,1,22.93,38946,8,29,69,242,941,2118,178
"73","AR",1986,2372000,1,21.04,41082,8,29,80,278,1030,2305,195
"74","AR",1987,2388000,1,22.49,39921,8,33,79,293,1078,2549,207
"75","AR",1988,2422000,1,21.76,41282,9,32,84,298,1092,2492,213
"76","AR",1989,2406000,1,18.37,42025,8,38,111,316,1194,2622,266
"77","AR",1990,2350725,1,20.08,42578,10,43,113,365,1211,2834,289
"78","AR",1991,2372000,1,17.92,42254,11,45,136,402,1227,3014,341
"79","AR",1992,2399000,1,17.92,42015,11,41,126,399,1093,2763,329
"80","AR",1993,2424000,1,19.97,39535,10,42,125,416,1099,2796,323
"81","AR",1994,2453000,1,15.04,42972,12,42,129,412,1097,2792,315
"82","AR",1995,2484000,1,15.14,42370,10,37,126,380,997,2815,325
"83","AR",1996,2510000,1,17.89,43364,9,42,114,360,953,2909,313
"84","AR",1997,2523000,1,20.41,40942,10,44,112,362,1013,2864,315
"85","AR",1998,2538000,1,14.85,42716,8,35,96,351,928,2582,283
"86","AR",1999,2551373,7,15.05,44875,6,28,79,312,850,2506,261
"87","AR",2000,2673400,1,16.31,43424,6,32,75,332,802,2609,259
"88","AR",2001,2694698,7,17.52,47400,5,33,81,333,824,2582,272
"89","AR",2002,2706268,7,19.66,45332,5,28,93,299,858,2628,252
"90","AR",2003,2727774,7,17.38,43798,7,33,82,335,917,2495,220
"91","AR",2004,2750000,7,14.98,46620,6,43,86,367,1096,2700,237
"92","AR",2005,2775708,7,13.76,47250,7,43,91,387,1085,2720,262
"93","AR",2006,2810872,7,17.33,46265,7,47,98,401,1134,2584,267
"94","AR",2007,2834797,5,13.65,49527,7,46,110,375,1130,2579,247
"95","AR",2008,2855390,7,15.09,46282,6,51,97,359,1188,2448,229
"96","AR",2009,2889450,1,18.62,42867,6,48,89,373,1203,2361,211
"97","AR",2010,2921588,7,15.06,44536,5,45,81,373,1111,2252,190
"98","AR",2011,2938582,7,18.55,46213,5,42,80,355,1158,2404,196
"99","AR",2012,2949828,1,19.8,42752,6,42,78,344,1108,2406,194
"100","AR",2013,2958765,1,17.03,42515,5,50,76,331,1026,2380,192
"101","AR",2014,2966835,7,17.93,47695,6,61,69,344,836,2326,189
"102","AR",2015,2977853,7,15.95,45362,6,67,71,385,767,2308,195
"103","AR",2016,2988231,7,15.76,48037,7,74,71,402,797,2245,241
"104","AR",2017,3002997,5,14.39,50019,8,71,67,420,745,2158,242
"105","AR",2018,3013825,5,15.33,49781,7,73,53,411,637,2040,236
"106","AZ",1984,3053000,5,18.64,49457,8,43,131,334,1714,3885,385
"107","AZ",1985,3187000,3,10.83,53287,8,46,147,402,1870,4259,386
"108","AZ",1986,3317000,3,14.59,55931,9,43,169,437,1908,4337,419
"109","AZ",1987,3386000,3,13.11,56719,7,41,138,425,1626,4527,423
"110","AZ",1988,3466000,3,14.17,54099,8,39,137,426,1580,4822,459
"111","AZ",1989,3556000,3,14.12,55984,7,36,139,418,1667,5106,687
"112","AZ",1990,3665228,3,13.21,54609,8,41,161,443,1670,4703,864
"113","AZ",1991,3750000,3,14.19,55420,8,42,166,455,1607,4266,861
"114","AZ",1992,3832000,5,15.84,51649,8,43,153,467,1412,4125,822
"115","AZ",1993,3936000,5,15.63,52355,9,38,163,506,1466,4387,864
"116","AZ",1994,4075000,5,16.52,52601,10,36,162,495,1476,4679,1067
"117","AZ",1995,4218000,5,16.6,50658,10,34,174,496,1417,4926,1158
"118","AZ",1996,4428000,5,22.13,50581,9,31,168,424,1256,4252,927
"119","AZ",1997,4555000,5,17.5,51237,8,33,166,417,1319,4282,970
"120","AZ",1998,4669000,2,17.39,57269,8,31,165,374,1210,3922,865
"121","AZ",1999,4778332,3,12.89,55931,8,29,153,362,1034,3510,800
"122","AZ",2000,5130632,2,11.83,58172,7,31,146,348,1012,3444,842
"123","AZ",2001,5306966,2,14.66,60715,8,29,167,337,1033,3521,984
"124","AZ",2002,5441125,3,13.51,55616,7,30,147,371,1086,3704,1060
"125","AZ",2003,5579222,3,13.42,56340,8,33,137,336,1051,3562,1022
"126","AZ",2004,5739879,2,14.46,58430,7,33,135,330,991,3119,964
"127","AZ",2005,5953007,2,15.4,58319,7,34,144,327,946,2958,922
"128","AZ",2006,6166318,2,14.63,58250,9,40,154,340,964,2892,919
"129","AZ",2007,6338755,2,14.39,57321,9,37,154,318,946,2794,793
"130","AZ",2008,6500180,3,18.03,54849,7,34,151,294,902,2607,594
"131","AZ",2009,6595778,3,20.94,53662,6,35,124,262,823,2365,401
"132","AZ",2010,6413158,3,18.84,54127,6,34,108,265,794,2403,339
"133","AZ",2011,6467315,3,17.44,54403,6,39,110,259,846,2403,306
"134","AZ",2012,6551149,5,19.23,51546,5,35,113,276,808,2439,290
"135","AZ",2013,6634997,3,20.27,56805,5,48,100,262,728,2382,256
"136","AZ",2014,6728783,5,20.94,52294,5,49,93,247,645,2269,261
"137","AZ",2015,6817565,3,16.96,55378,4,46,93,267,558,2235,246
"138","AZ",2016,6908642,2,16.04,59750,6,48,102,316,553,2180,268
"139","AZ",2017,7048876,9,13.14,62615,6,51,106,343,535,2103,270
"140","AZ",2018,7171646,9,12.95,62283,5,51,91,328,440,1970,267
"141","CA",1984,25622000,2,13.17,58372,11,46,328,380,1729,3346,630
"142","CA",1985,26365000,2,13.64,60215,11,43,328,384,1701,3379,672
"143","CA",1986,26981000,9,12.8,63629,11,45,343,521,1696,3384,762
"144","CA",1987,27663000,9,12.45,63922,11,44,301,562,1518,3240,830
"145","CA",1988,28168000,9,13.09,61982,10,42,306,572,1447,3315,944
"146","CA",1989,29063000,9,12.98,64723,11,41,332,594,1412,3347,1027
"147","CA",1990,29760021,9,13.87,62206,12,43,377,614,1345,3198,1016
"148","CA",1991,30380000,2,15.88,60697,13,42,411,624,1398,3246,1039
"149","CA",1992,30867000,2,16.84,61404,13,41,424,642,1385,3138,1037
"150","CA",1993,31211000,2,18.59,58470,13,38,405,622,1327,3029,1023
"151","CA",1994,31431000,2,18,59388,12,35,357,609,1223,2958,981
"152","CA",1995,31589000,2,16.91,60745,11,33,331,590,1120,2857,888
"153","CA",1996,31878000,9,17.17,62052,9,32,296,526,979,2605,761
"154","CA",1997,32268000,9,16.92,62120,8,32,252,506,927,2431,709
"155","CA",1998,32667000,9,15.67,63204,7,30,211,457,823,2217,599
"156","CA",1999,33145121,9,14.28,65961,6,28,181,412,675,1994,508
"157","CA",2000,33871648,8,12.68,68456,6,29,178,409,656,1924,537
"158","CA",2001,34600463,8,12.49,67195,6,29,187,393,671,2017,590
"159","CA",2002,35001986,8,13.16,66397,7,29,186,374,681,2045,635
"160","CA",2003,35462712,8,13.07,67473,7,28,180,365,683,2063,681
"161","CA",2004,35842038,9,13.18,65594,7,27,172,322,686,2033,705
"162","CA",2005,36154147,8,13.04,66710,7,26,176,317,693,1915,712
"163","CA",2006,36457549,8,12.14,69065,7,25,195,306,678,1835,668
"164","CA",2007,36553215,8,12.55,67664,6,25,193,300,651,1791,602
"165","CA",2008,36756666,8,14.54,66658,6,24,189,285,647,1770,524
"166","CA",2009,36961664,9,15.25,65858,5,24,173,271,623,1665,443
"167","CA",2010,37338198,9,16.26,62652,5,22,156,257,613,1608,409
"168","CA",2011,37683933,2,16.86,59713,5,20,144,242,611,1584,390
"169","CA",2012,37999878,9,15.83,62477,5,21,149,249,647,1671,444
"170","CA",2013,38431393,9,14.77,65640,5,27,140,232,604,1617,430
"171","CA",2014,38792291,9,15.76,64221,4,30,125,237,522,1528,391
"172","CA",2015,38993940,8,13.95,67448,5,33,136,255,506,1684,439
"173","CA",2016,39296476,8,13.83,69729,5,35,139,266,479,1621,450
"174","CA",2017,39399349,6,12.37,71459,5,37,144,268,448,1630,427
"175","CA",2018,39557045,8,11.79,70489,4,39,137,266,416,1572,392
"176","CO",1984,3178000,2,8.62,59558,6,39,114,299,1561,4055,397
"177","CO",1985,3231000,9,10.03,62895,6,41,124,300,1748,4267,433
"178","CO",1986,3267000,2,13.04,59642,7,42,145,329,1792,4231,486
"179","CO",1987,3296000,3,12.08,56140,6,41,119,302,1535,4013,436
"180","CO",1988,3290000,3,12.31,53647,6,39,99,330,1383,3901,422
"181","CO",1989,3317000,5,11.85,52560,4,36,90,341,1250,3865,453
"182","CO",1990,3294394,2,13.99,57428,4,46,91,385,1209,3891,428
"183","CO",1991,3377000,3,10.28,56793,6,47,107,399,1158,3930,426
"184","CO",1992,3470000,2,10.84,57148,6,47,120,405,1091,3780,509
"185","CO",1993,3566000,2,9.93,59182,6,46,117,399,1010,3499,450
"186","CO",1994,3656000,9,9.16,63594,5,43,107,354,926,3490,393
"187","CO",1995,3747000,8,8.94,66813,6,39,96,299,934,3634,388
"188","CO",1996,3823000,9,10.78,65470,5,46,98,255,901,3416,398
"189","CO",1997,3893000,8,8.22,67658,4,43,83,233,796,3077,414
"190","CO",1998,3971000,6,9.14,71951,5,47,82,244,786,2918,405
"191","CO",1999,4056133,6,9.02,72837,5,41,75,219,665,2693,365
"192","CO",2000,4301261,8,9.88,70538,3,41,71,219,631,2623,394
"193","CO",2001,4430989,8,8.64,70231,4,44,80,222,644,2739,474
"194","CO",2002,4501051,8,9.69,67597,4,46,80,223,704,2781,515
"195","CO",2003,4547633,8,9.59,68349,4,42,82,218,712,2738,502
"196","CO",2004,4601821,8,9.78,67811,4,42,81,244,717,2680,522
"197","CO",2005,4663295,9,11.37,65026,4,43,85,265,745,2736,560
"198","CO",2006,4753377,8,9.8,69537,4,45,80,266,682,2322,435
"199","CO",2007,4861515,6,9.83,74228,3,43,71,235,589,2068,343
"200","CO",2008,4939456,8,10.95,71251,3,44,69,238,568,1983,270
"201","CO",2009,5024748,9,12.2,65618,3,45,67,223,530,1892,248
"202","CO",2010,5047692,8,12.18,69520,3,44,63,214,519,1932,223
"203","CO",2011,5116302,9,12.92,65601,3,45,64,202,503,1877,215
"204","CO",2012,5189458,9,11.81,62735,3,41,65,198,504,1948,233
"205","CO",2013,5272086,6,10.62,73325,3,56,59,186,476,1942,238
"206","CO",2014,5355588,9,12.34,64702,3,58,57,191,439,1861,235
"207","CO",2015,5448819,8,9.87,70585,3,61,61,193,431,1918,294
"208","CO",2016,5530105,6,8.44,73841,3,66,64,211,431,1965,355
"209","CO",2017,5615902,6,7.6,75980,4,72,69,228,403,1914,391
"210","CO",2018,5695564,6,9.15,73034,4,71,67,255,375,1916,381
"211","CT",1984,3154000,8,6.91,69138,4,24,191,175,1129,2683,423
"212","CT",1985,3174000,8,7.47,69385,4,24,190,184,1136,2726,441
"213","CT",1986,3189000,6,5.83,71769,5,24,192,205,1198,2758,447
"214","CT",1987,3211000,8,6.45,69681,5,25,178,211,1218,2829,529
"215","CT",1988,3241000,6,3.95,74109,5,26,188,236,1218,2810,614
"216","CT",1989,3239000,4,2.78,82981,6,28,215,264,1236,2824,698
"217","CT",1990,3287116,6,5.96,72633,5,28,235,286,1228,2874,731
"218","CT",1991,3291000,6,8.72,76005,6,29,224,280,1191,2838,796
"219","CT",1992,3281000,6,9.78,71851,5,27,211,252,1109,2727,722
"220","CT",1993,3277000,8,8.45,67810,6,24,197,229,978,2621,596
"221","CT",1994,3275000,8,10.5,69080,7,25,188,236,890,2587,616
"222","CT",1995,3275000,9,9.71,66054,5,24,163,214,888,2669,540
"223","CT",1996,3274000,8,11.97,67339,5,23,170,215,842,2484,489
"224","CT",1997,3270000,8,8.62,68835,4,23,153,212,738,2410,445
"225","CT",1998,3274000,6,9.47,71811,4,22,134,206,666,2366,388
"226","CT",1999,3282031,6,7.5,76489,3,20,124,199,588,2111,344
"227","CT",2000,3405565,6,7.58,73363,3,20,113,189,512,2011,385
"228","CT",2001,3434602,6,7.25,75847,3,19,122,191,500,1915,360
"229","CT",2002,3458587,6,8.07,74726,2,21,118,171,495,1872,335
"230","CT",2003,3486960,6,7.97,75226,3,20,121,173,460,1880,326
"231","CT",2004,3498966,6,10.06,73427,3,22,120,145,456,1908,321
"232","CT",2005,3500701,6,9.31,73258,3,20,112,137,435,1840,303
"233","CT",2006,3504809,4,7.85,77910,4,20,127,149,445,1848,294
"234","CT",2007,3502309,4,8.82,77870,3,20,123,155,447,1740,284
"235","CT",2008,3501252,6,10.74,75623,4,19,115,168,431,1805,254
"236","CT",2009,3518288,6,8.3,76085,3,19,114,166,431,1705,212
"237","CT",2010,3575498,6,8.47,76174,4,17,99,162,424,1578,187
"238","CT",2011,3586717,6,9.93,73194,4,19,103,150,431,1535,186
"239","CT",2012,3591765,8,10.11,70396,3,26,103,151,412,1556,180
"240","CT",2013,3599341,6,11.11,74814,3,25,99,136,359,1447,173
"241","CT",2014,3594762,6,8.57,74492,2,22,88,126,334,1424,170
"242","CT",2015,3584730,4,9.04,77255,3,22,82,114,287,1364,179
"243","CT",2016,3587685,4,9.78,79446,2,22,76,128,282,1328,199
"244","CT",2017,3573880,6,10.86,74554,3,24,79,124,249,1327,205
"245","CT",2018,3572665,6,9.74,72812,2,24,61,120,222,1252,207
"246","DC",1984,623000,7,20.55,47109,28,59,977,658,1758,4409,702
"247","DC",1985,626000,7,19.65,47036,23,54,835,712,1598,3973,803
"248","DC",1986,626000,3,12.3,53347,31,52,754,668,1728,4131,975
"249","DC",1987,622000,2,14.15,58216,36,39,717,817,1808,4021,1012
"250","DC",1988,620000,3,14.19,54725,60,27,918,918,1984,4617,1392
"251","DC",1989,604000,5,16.89,52454,72,31,1083,956,1950,4828,1373
"252","DC",1990,606900,5,19.77,51185,78,50,1214,1117,1983,4997,1336
"253","DC",1991,598000,3,16.39,53883,81,36,1216,1121,2074,4880,1360
"254","DC",1992,589000,3,20.37,53213,75,37,1266,1455,1820,5206,1548
"255","DC",1993,578000,7,27.34,46854,79,56,1230,1558,1996,5449,1395
"256","DC",1994,570000,5,22.63,50622,70,44,1107,1442,1761,5212,1449
"257","DC",1995,554000,5,22.02,50469,65,53,1239,1305,1838,5834,1840
"258","DC",1996,543000,5,23.94,51107,73,48,1187,1162,1810,5780,1837
"259","DC",1997,529000,5,21.36,49860,57,41,851,1075,1316,5068,1431
"260","DC",1998,523000,5,21.8,51622,50,36,689,943,1216,4658,1243
"261","DC",1999,519000,2,15.41,58463,46,48,644,889,976,4181,1282
"262","DC",2000,572059,2,14.68,60276,42,44,621,801,829,3785,1154
"263","DC",2001,573822,2,17.6,58532,40,32,659,872,862,3888,1389
"264","DC",2002,569157,3,17.04,54686,46,46,674,872,908,3814,1687
"265","DC",2003,557620,9,16.5,61648,45,49,707,824,838,3249,1777
"266","DC",2004,554239,2,16.78,57903,36,40,578,716,712,2624,1517
"267","DC",2005,582049,2,19.76,57994,34,29,636,682,615,2549,1326
"268","DC",2006,581530,2,17.88,60523,29,32,658,789,659,2736,1259
"269","DC",2007,588292,9,17.68,61653,31,33,725,627,667,2956,1293
"270","DC",2008,591833,9,16.56,64993,31,31,749,626,640,3372,1092
"271","DC",2009,599657,9,17.84,62346,24,25,734,565,616,3213,923
"272","DC",2010,604912,9,19.51,65705,22,31,715,559,700,3226,836
"273","DC",2011,619020,9,19.87,61821,17,28,661,494,622,3449,720
"274","DC",2012,633427,6,18.31,71490,14,37,637,553,556,3722,578
"275","DC",2013,649111,9,21.41,64844,16,61,629,591,511,3782,498
"276","DC",2014,659836,6,18.94,72492,16,72,530,625,525,4076,574
"277","DC",2015,670377,6,16.86,74268,24,74,559,617,443,3760,491
"278","DC",2016,684336,6,16.37,74276,20,78,511,594,345,3958,433
"279","DC",2017,695691,4,13.51,85415,17,64,377,545,260,3642,373
"280","DC",2018,702455,4,14.52,85750,23,64,344,565,255,3750,369
"281","DE",1984,613000,2,10.28,59600,4,49,116,267,1089,3221,260
"282","DE",1985,622000,5,11.41,51285,5,48,124,257,1097,3157,273
"283","DE",1986,633000,3,12.48,56207,5,57,124,241,1042,3090,272
"284","DE",1987,644000,9,6.52,62009,5,68,123,235,1020,3176,312
"285","DE",1988,660000,9,8.64,62428,5,74,119,253,1041,3004,303
"286","DE",1989,673000,9,10.1,62878,5,85,139,328,902,3015,391
"287","DE",1990,666168,2,7.21,57561,5,88,165,397,970,3291,444
"288","DE",1991,680000,2,7.79,58752,5,86,215,408,1128,3652,375
"289","DE",1992,689000,9,7.98,62767,5,86,151,380,958,2964,306
"290","DE",1993,700000,9,10.43,61886,5,77,187,417,892,2979,315
"291","DE",1994,706000,2,8.07,60299,5,77,162,401,878,2950,417
"292","DE",1995,717000,2,10.32,57330,3,80,199,443,905,3114,414
"293","DE",1996,725000,9,8.69,62847,4,63,180,422,804,2988,434
"294","DE",1997,732000,8,9.84,67345,3,58,244,481,877,3539,581
"295","DE",1998,744000,9,10.75,64013,3,67,194,498,860,3313,428
"296","DE",1999,753538,8,10.62,70495,3,70,198,463,696,3004,404
"297","DE",2000,783600,6,8.3,73646,3,54,178,449,666,2726,402
"298","DE",2001,796599,8,6.65,70522,3,53,145,410,646,2445,349
"299","DE",2002,805945,8,9.06,69495,3,44,143,409,664,2302,379
"300","DE",2003,818166,8,7.33,67088,3,45,176,451,741,2314,360
"301","DE",2004,830069,9,8.91,64031,3,43,162,407,683,2323,277
"302","DE",2005,841741,9,9.27,66039,4,45,155,429,690,2149,279
"303","DE",2006,853476,9,9.37,65468,5,49,210,437,742,2396,338
"304","DE",2007,864764,8,9.25,66274,5,39,204,458,742,2365,271
"305","DE",2008,873092,2,9.39,59278,7,42,212,448,777,2525,293
"306","DE",2009,885122,2,12.31,61141,5,45,190,406,784,2354,215
"307","DE",2010,899792,9,12.11,63727,6,36,204,377,839,2400,215
"308","DE",2011,908137,2,13.54,61160,5,34,172,356,839,2423,170
"309","DE",2012,917053,3,13.19,53659,6,27,163,354,806,2386,157
"310","DE",2013,925240,2,13.73,58402,4,43,133,320,681,2307,146
"311","DE",2014,935968,2,11,61073,5,42,136,305,616,2231,135
"312","DE",2015,944076,2,11.23,61216,7,38,131,328,508,2071,126
"313","DE",2016,952698,2,11.55,60740,6,33,143,329,528,2080,161
"314","DE",2017,957078,9,9.3,63837,5,37,113,302,414,1892,142
"315","DE",2018,967171,9,7.44,65012,5,35,90,294,327,1845,153
"316","FL",1984,10976000,7,15.42,45671,12,51,276,530,1808,3719,427
"317","FL",1985,11366000,7,13.65,47632,11,53,312,565,2010,4098,526
"318","FL",1986,11675000,5,11.49,50116,12,53,367,605,2221,4373,598
"319","FL",1987,12023000,5,12.67,51927,11,50,357,606,2257,4545,677
"320","FL",1988,12377000,5,13.77,51993,11,50,403,653,2294,4761,765
"321","FL",1989,12671000,5,12.55,51147,11,50,404,645,2283,4607,806
"322","FL",1990,12937926,5,14.65,49864,11,52,417,764,2171,4570,826
"323","FL",1991,13277000,5,15.58,49136,9,52,400,723,2006,4573,784
"324","FL",1992,13488000,7,15.86,48114,9,54,367,777,1889,4434,828
"325","FL",1993,13679000,5,18.33,48992,9,54,358,786,1835,4414,896
"326","FL",1994,13953000,5,15.25,49241,8,52,329,757,1701,4491,912
"327","FL",1995,14166000,5,16.38,48822,7,49,300,715,1522,4322,786
"328","FL",1996,14400000,5,14.15,48989,7,52,289,702,1521,4205,721
"329","FL",1997,14654000,5,14.03,50791,7,52,276,689,1460,4057,732
"330","FL",1998,14916000,3,12.89,53901,6,50,243,640,1362,3887,699
"331","FL",1999,15111244,3,12.82,54171,6,46,212,590,1200,3534,617
"332","FL",2000,15982378,3,10.97,56817,6,44,199,563,1082,3243,558
"333","FL",2001,16373330,5,12.69,51782,5,41,201,552,1075,3155,549
"334","FL",2002,16691701,3,12.33,53222,5,40,195,530,1062,3064,530
"335","FL",2003,16999181,3,12.64,53338,5,40,185,501,1004,2974,480
"336","FL",2004,17385430,3,11.66,54017,5,38,173,496,957,2775,451
"337","FL",2005,17768191,3,11.12,55412,5,37,170,497,927,2662,424
"338","FL",2006,18089888,3,11.43,57026,6,36,189,486,945,2619,423
"339","FL",2007,18251243,3,12.33,55596,7,34,209,473,996,2689,403
"340","FL",2008,18328340,5,12.93,52444,6,33,198,452,1028,2766,347
"341","FL",2009,18537969,3,14.44,53535,5,30,167,411,981,2589,271
"342","FL",2010,18838613,5,15.96,50860,5,29,138,369,898,2434,220
"343","FL",2011,19082262,5,14.79,50468,5,28,134,348,892,2418,208
"344","FL",2012,19320749,5,15.14,50480,5,27,124,331,795,2288,193
"345","FL",2013,19600311,5,14.73,52400,5,35,118,311,709,2211,178
"346","FL",2014,19905569,5,16.49,48988,5,36,109,310,610,2141,214
"347","FL",2015,20244914,5,16.07,51750,5,37,104,316,540,2076,201
"348","FL",2016,20656589,3,12.87,53551,5,37,98,290,486,1987,209
"349","FL",2017,20976812,3,13.65,54990,5,38,89,277,423,1885,205
"350","FL",2018,21299325,3,13.54,54644,5,40,79,261,338,1751,193
"351","GA",1984,5837000,7,16.81,46130,9,40,144,285,1205,2523,292
"352","GA",1985,5976000,7,17.35,46976,10,43,164,289,1357,2877,369
"353","GA",1986,6104000,3,14.4,53452,11,44,214,319,1453,2984,430
"354","GA",1987,6222000,3,14.19,56645,12,43,209,312,1552,3171,492
"355","GA",1988,6401000,3,13.67,54367,12,46,244,364,1611,3496,555
"356","GA",1989,6436000,3,14.43,54003,13,49,271,403,1712,3971,654
"357","GA",1990,6478216,5,15.45,51501,12,54,263,427,1619,3714,674
"358","GA",1991,6623000,5,16.26,49064,13,42,268,415,1515,3629,611
"359","GA",1992,6751000,5,17.43,50662,11,45,250,427,1443,3653,576
"360","GA",1993,6917000,3,13.29,54334,11,35,248,428,1307,3569,594
"361","GA",1994,7055000,5,14.34,52893,10,35,223,400,1154,3632,557
"362","GA",1995,7201000,3,12.19,55969,9,35,205,407,1060,3678,608
"363","GA",1996,7353000,5,14.92,51954,9,32,205,393,1115,3928,629
"364","GA",1997,7486000,2,14.81,57376,8,31,207,361,1086,3503,595
"365","GA",1998,7642000,2,13.53,59701,8,30,187,347,991,3343,557
"366","GA",1999,7788240,2,12.98,59605,7,30,166,330,917,3182,515
"367","GA",2000,8186453,2,12,61269,8,24,162,311,837,2937,473
"368","GA",2001,8405677,2,12.72,60533,7,26,171,291,854,2837,447
"369","GA",2002,8544005,2,10.99,60102,7,25,157,271,865,2746,445
"370","GA",2003,8676460,2,11.69,58081,8,26,162,259,911,2849,500
"371","GA",2004,8918129,3,12.69,54616,7,27,153,264,931,2797,496
"372","GA",2005,9132553,2,14.21,59196,6,23,154,263,925,2733,487
"373","GA",2006,9363941,9,12.52,61605,6,23,166,283,909,2504,461
